types,counts,total_unique,probs
Kassandra,1161,18082,0.0006464462439023304
Yesenia,1160,18082,0.0006458894426586592
Kristina,1159,18082,0.0006453326414149878
Sandra,1139,18082,0.0006341966165415627
Ashleigh,1138,18082,0.0006336398152978915
Heaven,1134,18082,0.0006314126103232064
Kira,1126,18082,0.0006269582003738364
Kirsten,1126,18082,0.0006269582003738364
Katrina,1115,18082,0.0006208333866934525
Patricia,1114,18082,0.0006202765854497812
Josie,1109,18082,0.000617492579231425
Miriam,1103,18082,0.0006141517717693975
Amaya,1099,18082,0.0006119245667947124
Kailey,1092,18082,0.0006080269580890136
Priscilla,1090,18082,0.0006069133556016711
Tori,1085,18082,0.0006041293493833148
Tatiana,1078,18082,0.0006002317406776159
Bridget,1075,18082,0.0005985613369466022
Carolina,1073,18082,0.0005974477344592597
Serenity,1073,18082,0.0005974477344592597
Layla,1072,18082,0.0005968909332155885
Madeleine,1069,18082,0.0005952205294845746
Mercedes,1068,18082,0.0005946637282409034
Tessa,1063,18082,0.0005918797220225471
Tara,1060,18082,0.0005902093182915334
Esther,1047,18082,0.000582970902123807
Melody,1045,18082,0.0005818572996364645
Jayden,1044,18082,0.0005813004983927932
Kiana,1042,18082,0.0005801868959054507
Rachael,1041,18082,0.0005796300946617794
Alissa,1034,18082,0.0005757324859560806
Casey,1031,18082,0.0005740620822250669
Christine,1026,18082,0.0005712780760067105
Natasha,1026,18082,0.0005712780760067105
Clara,1025,18082,0.0005707212747630393
Carmen,1019,18082,0.0005673804673010117
Lauryn,1013,18082,0.0005640396598389842
Celeste,1010,18082,0.0005623692561079704
Alaina,1002,18082,0.0005579148461586004
Paola,1000,18082,0.0005568012436712579
Bryanna,979,18082,0.0005451084175541615
India,978,18082,0.0005445516163104902
Annie,974,18082,0.0005423244113358052
Shayla,974,18082,0.0005423244113358052
Brittney,972,18082,0.0005412108088484627
Halle,971,18082,0.0005406540076047914
Alexus,969,18082,0.0005395404051174488
Imani,967,18082,0.0005384268026301063
Eleanor,961,18082,0.0005350859951680788
Nia,961,18082,0.0005350859951680788
Denise,956,18082,0.0005323019889497226
Heidi,954,18082,0.00053118838646238
Dakota,951,18082,0.0005295179827313662
Kayleigh,945,18082,0.0005261771752693387
Anne,940,18082,0.0005233931690509823
Sidney,939,18082,0.0005228363678073111
Marisa,933,18082,0.0005194955603452835
Brenna,924,18082,0.0005144843491522422
Logan,922,18082,0.0005133707466648998
Rose,922,18082,0.0005133707466648998
Annabelle,917,18082,0.0005105867404465434
Emilee,912,18082,0.0005078027342281872
Lilly,911,18082,0.000507245932984516
Ciara,904,18082,0.0005033483242788172
Callie,903,18082,0.0005027915230351458
Daniella,903,18082,0.0005027915230351458
Ruth,901,18082,0.0005016779205478033
Dana,893,18082,0.0004972235105984333
Kassidy,889,18082,0.0004949963056237482
Helen,875,18082,0.0004872010882123506
Rosa,873,18082,0.00048608748572500813
Harley,871,18082,0.0004849738832376656
Clarissa,870,18082,0.00048441708199399434
Cristina,868,18082,0.0004833034795066518
Kamryn,867,18082,0.00048274667826298055
Annika,858,18082,0.0004777354670699392
Fiona,858,18082,0.0004777354670699392
Deanna,855,18082,0.0004760650633389255
Ashlynn,851,18082,0.00047383785836424043
Whitney,851,18082,0.00047383785836424043
Jadyn,848,18082,0.0004721674546332267
Ashlee,843,18082,0.00046938344841487037
Yasmin,843,18082,0.00046938344841487037
Jenny,840,18082,0.00046771304468385663
Hallie,836,18082,0.0004654858397091716
Meredith,833,18082,0.0004638154359781578
Madalyn,832,18082,0.0004632586347344865
Anahi,831,18082,0.0004627018334908153
Lisa,830,18082,0.00046214503224714404
Eliza,830,18082,0.00046214503224714404
Dominique,829,18082,0.0004615882310034728
Kristin,829,18082,0.0004615882310034728
Elisabeth,824,18082,0.00045880422478511646
Eden,823,18082,0.00045824742354144525
Carolyn,820,18082,0.00045657701981043146
Paulina,820,18082,0.00045657701981043146
Sasha,810,18082,0.00045100900737371887
Talia,810,18082,0.00045100900737371887
Hailee,801,18082,0.00044599779618067755
Virginia,801,18082,0.00044599779618067755
Allie,800,18082,0.0004454409949370063
Laila,800,18082,0.0004454409949370063
Julissa,797,18082,0.00044377059120599254
Tamara,797,18082,0.00044377059120599254
Kaylie,791,18082,0.00044042978374396496
Teresa,787,18082,0.00043820257876927996
Tiana,785,18082,0.00043708897628193743
Ashton,782,18082,0.00043541857255092363
Georgia,782,18082,0.00043541857255092363
Alayna,779,18082,0.0004337481688199099
Gloria,779,18082,0.0004337481688199099
Iris,772,18082,0.00042985056011421105
Linda,770,18082,0.0004287369576268686
Marina,768,18082,0.00042762335513952604
Angie,768,18082,0.00042762335513952604
Aniya,763,18082,0.0004248393489211697
Carla,763,18082,0.0004248393489211697
Gillian,761,18082,0.00042372574643382725
Raquel,755,18082,0.00042038493897179967
Jayda,754,18082,0.00041982813772812846
Tabitha,754,18082,0.00041982813772812846
Tatum,752,18082,0.0004187145352407859
Emely,745,18082,0.00041481692653508713
Eliana,745,18082,0.00041481692653508713
Krystal,743,18082,0.0004137033240477446
Marisol,739,18082,0.00041147611907305955
Genevieve,737,18082,0.000410362516585717
Regan,737,18082,0.000410362516585717
Kaitlynn,731,18082,0.0004070217091236895
Kiley,730,18082,0.0004064649078800182
Noelle,727,18082,0.0004047945041490045
Justice,725,18082,0.00040368090166166196
Lexi,722,18082,0.00040201049793064816
Ivy,721,18082,0.0004014536966869769
Baylee,717,18082,0.0003992264917122919
Lesly,717,18082,0.0003992264917122919
Francesca,716,18082,0.00039866969046862063
Alisha,710,18082,0.0003953288830065931
Monique,709,18082,0.00039477208176292184
America,705,18082,0.0003925448767882368
Martha,704,18082,0.0003919880755445655
Tania,702,18082,0.00039087447305722304
Gina,701,18082,0.0003903176718135518
Aniyah,700,18082,0.0003897608705698805
Izabella,700,18082,0.0003897608705698805
Perla,700,18082,0.0003897608705698805
Jane,696,18082,0.00038753366559519546
Katlyn,694,18082,0.00038642006310785293
Renee,694,18082,0.00038642006310785293
Carissa,692,18082,0.00038530646062051046
Haleigh,691,18082,0.0003847496593768392
Madisyn,691,18082,0.0003847496593768392
Precious,689,18082,0.00038363605688949666
Deja,687,18082,0.00038252245440215414
Marie,684,18082,0.0003808520506711404
Sage,683,18082,0.00038029524942746913
Malia,682,18082,0.00037973844818379787
Bella,682,18082,0.00037973844818379787
Cheyanne,681,18082,0.0003791816469401266
Amari,677,18082,0.00037695444196544155
Alivia,677,18082,0.00037695444196544155
Jessie,676,18082,0.00037639764072177034
Alina,670,18082,0.00037305683325974275
Kaleigh,670,18082,0.00037305683325974275
Tia,667,18082,0.000371386429528729
Phoebe,665,18082,0.0003702728270413865
Aurora,664,18082,0.0003697160257977152
Jaqueline,664,18082,0.0003697160257977152
Kyleigh,662,18082,0.0003686024233103727
Leilani,660,18082,0.00036748882082303017
Rylie,660,18082,0.00036748882082303017
Itzel,659,18082,0.00036693201957935896
Madyson,659,18082,0.00036693201957935896
Alice,655,18082,0.0003647048146046739
Skye,648,18082,0.0003608072058989751
Viviana,647,18082,0.00036025040465530384
Alyson,647,18082,0.00036025040465530384
Piper,643,18082,0.0003580231996806188
Mckayla,639,18082,0.0003557959947059338
Gisselle,638,18082,0.0003552391934622625
Leila,638,18082,0.0003552391934622625
Meagan,638,18082,0.0003552391934622625
Nyla,637,18082,0.00035468239221859125
Ainsley,636,18082,0.00035412559097492
Camila,636,18082,0.00035412559097492
Fernanda,630,18082,0.00035078478351289246
Janet,630,18082,0.00035078478351289246
Emilie,624,18082,0.00034744397605086493
Jacquelyn,621,18082,0.00034577357231985114
Karissa,621,18082,0.00034577357231985114
Yasmine,620,18082,0.00034521677107617987
Brooklynn,618,18082,0.00034410316858883734
Paris,617,18082,0.0003435463673451661
Reese,614,18082,0.00034187596361415234
Johanna,612,18082,0.0003407623611268098
Cora,606,18082,0.0003374215536647823
Susan,605,18082,0.000336864752421111
Taryn,605,18082,0.000336864752421111
Shania,604,18082,0.00033630795117743975
Lacey,602,18082,0.0003351943486900972
Abbey,600,18082,0.0003340807462027547
Nora,600,18082,0.0003340807462027547
Ayanna,596,18082,0.0003318535412280697
Krista,595,18082,0.00033129673998439843
Macie,594,18082,0.00033073993874072717
Ellen,590,18082,0.00032851273376604216
Joy,590,18082,0.00032851273376604216
Kaylin,587,18082,0.00032684233003502837
Kiersten,586,18082,0.0003262855287913571
Janelle,585,18082,0.00032572872754768584
Liberty,584,18082,0.0003251719263040146
Cara,584,18082,0.0003251719263040146
Kiera,583,18082,0.0003246151250603433
Abbigail,578,18082,0.00032183111884198705
Anya,578,18082,0.00032183111884198705
Tamia,578,18082,0.00032183111884198705
Araceli,573,18082,0.0003190471126236308
Carley,572,18082,0.0003184903113799595
Destinee,572,18082,0.0003184903113799595
Mikaela,571,18082,0.00031793351013628825
Kasey,566,18082,0.00031514950391793193
Alanna,565,18082,0.00031459270267426067
Dulce,564,18082,0.00031403590143058946
Kierra,564,18082,0.00031403590143058946
Ryleigh,560,18082,0.0003118086964559044
Brandy,559,18082,0.00031125189521223314
Elisa,559,18082,0.00031125189521223314
Angelique,557,18082,0.0003101382927248906
Stella,556,18082,0.00030958149148121935
Maddison,554,18082,0.00030846788899387687
Litzy,551,18082,0.0003067974852628631
Mayra,551,18082,0.0003067974852628631
Athena,549,18082,0.00030568388277552055
Willow,546,18082,0.0003040134790445068
Charity,543,18082,0.000302343075313493
Kaley,543,18082,0.000302343075313493
Jaiden,541,18082,0.0003012294728261505
Anika,538,18082,0.00029955906909513675
Lorena,538,18082,0.00029955906909513675
Irene,536,18082,0.0002984454666077942
Larissa,536,18082,0.0002984454666077942
Sharon,536,18082,0.0002984454666077942
Kailee,534,18082,0.0002973318641204517
Sylvia,533,18082,0.00029677506287678043
Tiara,533,18082,0.00029677506287678043
Theresa,532,18082,0.00029621826163310917
Pamela,530,18082,0.0002951046591457667
Sarai,528,18082,0.00029399105665842417
Madelynn,527,18082,0.0002934342554147529
Miracle,527,18082,0.0002934342554147529
Ann,525,18082,0.0002923206529274104
Janae,524,18082,0.0002917638516837391
Lucia,524,18082,0.0002917638516837391
Raegan,524,18082,0.0002917638516837391
Tyler,523,18082,0.00029120705044006785
Brandi,522,18082,0.0002906502491963966
Elaina,522,18082,0.0002906502491963966
Bailee,521,18082,0.00029009344795272537
Jaclyn,521,18082,0.00029009344795272537
Sonia,519,18082,0.00028897984546538284
Ryan,518,18082,0.0002884230442217116
Abbie,514,18082,0.0002861958392470265
Shakira,512,18082,0.00028508223675968405
Maia,512,18082,0.00028508223675968405
Rhiannon,511,18082,0.0002845254355160128
Jaelyn,510,18082,0.0002839686342723415
Kelsie,510,18082,0.0002839686342723415
Marlene,509,18082,0.00028341183302867026
Cassie,508,18082,0.000282855031784999
Alma,507,18082,0.00028229823054132773
Lena,507,18082,0.00028229823054132773
Marilyn,506,18082,0.00028174142929765646
Emilia,506,18082,0.00028174142929765646
Aileen,505,18082,0.0002811846280539852
Joselyn,505,18082,0.0002811846280539852
Simone,503,18082,0.0002800710255666427
Colleen,500,18082,0.00027840062183562893
Felicity,499,18082,0.00027784382059195767
Kaya,499,18082,0.00027784382059195767
Jimena,497,18082,0.00027673021810461514
Kali,495,18082,0.00027561661561727267
Barbara,494,18082,0.0002750598143736014
Kenya,493,18082,0.00027450301312993014
Kaila,491,18082,0.0002733894106425876
Melina,489,18082,0.0002722758081552451
Lexie,487,18082,0.0002711622056679026
Aspen,483,18082,0.00026893500069321755
Eve,478,18082,0.0002661509944748613
Nataly,474,18082,0.0002639237895001762
Deborah,474,18082,0.0002639237895001762
Hunter,472,18082,0.0002628101870128337
Aimee,471,18082,0.00026225338576916243
Carlie,471,18082,0.00026225338576916243
Lesley,471,18082,0.00026225338576916243
Isis,470,18082,0.00026169658452549117
Maritza,468,18082,0.0002605829820381487
Chasity,466,18082,0.00025946937955080617
Madilyn,466,18082,0.00025946937955080617
Daphne,465,18082,0.0002589125783071349
Tanya,464,18082,0.00025835577706346364
Edith,459,18082,0.0002555717708451074
Hailie,456,18082,0.0002539013671140936
Macey,455,18082,0.0002533445658704223
Adrienne,455,18082,0.0002533445658704223
Julianne,455,18082,0.0002533445658704223
Arielle,453,18082,0.0002522309633830798
Gwendolyn,453,18082,0.0002522309633830798
Felicia,452,18082,0.0002516741621394086
Justine,452,18082,0.0002516741621394086
Shyanne,449,18082,0.0002500037584083948
Reyna,446,18082,0.000248333354677381
Ally,444,18082,0.00024721975219003847
Haylie,444,18082,0.00024721975219003847
Kaia,444,18082,0.00024721975219003847
Brynn,443,18082,0.00024666295094636726
Judith,442,18082,0.000246106149702696
Zaria,440,18082,0.00024499254721535346
Lilian,439,18082,0.0002444357459716822
Zoie,438,18082,0.00024387894472801093
Kailyn,438,18082,0.00024387894472801093
Luz,437,18082,0.0002433221434843397
Nathalie,437,18082,0.0002433221434843397
Juliette,435,18082,0.00024220854099699717
Noemi,435,18082,0.00024220854099699717
Tianna,434,18082,0.0002416517397533259
Annette,433,18082,0.00024109493850965467
Clare,433,18082,0.00024109493850965467
Janiya,433,18082,0.00024109493850965467
Helena,432,18082,0.0002405381372659834
Kaylyn,430,18082,0.00023942453477864088
Savanah,429,18082,0.0002388677335349696
Juliet,428,18082,0.00023831093229129837
Valentina,426,18082,0.00023719732980395585
Ximena,424,18082,0.00023608372731661334
Thalia,423,18082,0.00023552692607294208
Esperanza,423,18082,0.00023552692607294208
Chelsey,423,18082,0.00023552692607294208
Mara,421,18082,0.00023441332358559955
Tatyana,420,18082,0.00023385652234192832
Violet,419,18082,0.00023329972109825705
Hayden,418,18082,0.0002327429198545858
Skyla,418,18082,0.0002327429198545858
Elle,417,18082,0.00023218611861091452
Tess,417,18082,0.00023218611861091452
Nyah,416,18082,0.00023162931736724326
Frances,414,18082,0.00023051571487990076
Lila,414,18082,0.00023051571487990076
Paula,414,18082,0.00023051571487990076
Breana,412,18082,0.00022940211239255823
Jolie,412,18082,0.00022940211239255823
Jazlyn,411,18082,0.000228845311148887
Teagan,411,18082,0.000228845311148887
Hana,411,18082,0.000228845311148887
Lisbeth,409,18082,0.00022773170866154446
Cristal,408,18082,0.0002271749074178732
Regina,408,18082,0.0002271749074178732
Laney,407,18082,0.00022661810617420196
Aisha,406,18082,0.0002260613049305307
Jaida,405,18082,0.00022550450368685943
Marley,404,18082,0.00022494770244318817
Alisa,404,18082,0.00022494770244318817
Amya,403,18082,0.0002243909011995169
Rosemary,403,18082,0.0002243909011995169
Isabela,402,18082,0.00022383409995584567
Lara,402,18082,0.00022383409995584567
Haven,401,18082,0.0002232772987121744
Antonia,399,18082,0.00022216369622483188
Elaine,399,18082,0.00022216369622483188
Karli,398,18082,0.00022160689498116064
Nya,397,18082,0.00022105009373748938
Micah,397,18082,0.00022105009373748938
Keely,397,18082,0.00022105009373748938
Alessandra,393,18082,0.00021882288876280435
Yadira,393,18082,0.00021882288876280435
Carlee,392,18082,0.00021826608751913308
Leticia,391,18082,0.00021770928627546182
Janessa,390,18082,0.00021715248503179058
Nichole,390,18082,0.00021715248503179058
Toni,390,18082,0.00021715248503179058
Kaelyn,389,18082,0.00021659568378811932
Kaiya,389,18082,0.00021659568378811932
Celia,388,18082,0.00021603888254444805
Lillie,388,18082,0.00021603888254444805
Mollie,386,18082,0.00021492528005710552
Stacy,386,18082,0.00021492528005710552
Sydnee,386,18082,0.00021492528005710552
Kenzie,386,18082,0.00021492528005710552
Halie,386,18082,0.00021492528005710552
Carina,386,18082,0.00021492528005710552
Corinne,385,18082,0.0002143684788134343
Sienna,385,18082,0.0002143684788134343
Aracely,385,18082,0.0002143684788134343
Cayla,385,18082,0.0002143684788134343
Karlee,383,18082,0.00021325487632609176
Lea,382,18082,0.0002126980750824205
Harmony,381,18082,0.00021214127383874926
Tina,380,18082,0.000211584472595078
Eileen,380,18082,0.000211584472595078
Anaya,379,18082,0.00021102767135140673
Lana,379,18082,0.00021102767135140673
Mariam,378,18082,0.00021047087010773546
Stephany,376,18082,0.00020935726762039296
Donna,375,18082,0.0002088004663767217
Laurel,375,18082,0.0002088004663767217
Amani,372,18082,0.00020713006264570793
Tyra,372,18082,0.00020713006264570793
Mariela,371,18082,0.00020657326140203667
Ebony,371,18082,0.00020657326140203667
Leanna,371,18082,0.00020657326140203667
Jewel,370,18082,0.0002060164601583654
Ansley,370,18082,0.0002060164601583654
Kelli,368,18082,0.0002049028576710229
Ayana,367,18082,0.00020434605642735164
Montana,366,18082,0.00020378925518368038
Taliyah,366,18082,0.00020378925518368038
Lizeth,365,18082,0.0002032324539400091
Melany,365,18082,0.0002032324539400091
Monserrat,365,18082,0.0002032324539400091
